CNTRYID	SEQID	PS1_u01a_num_of_created_emails	PS1_u01a_num_of_diff_emails_views	PS1_u01a_num_of_email_views	PS1_u01a_num_of_revisited_emails	PS1_u01a_seq_of_viewed_emails	PS1_u01a_num_help	PS1_u01a_first_interaction_time	PS1_u01a_time_on_task	PS1_u01a_num_cancel	PS1_u01b_num_of_created_emails	PS1_u01b_num_of_diff_emails_views	PS1_u01b_num_of_email_views	PS1_u01b_num_of_revisited_emails	PS1_u01b_seq_of_viewed_emails	PS1_u01b_num_help	PS1_u01b_first_interaction_time	PS1_u01b_time_on_task	PS1_u01b_num_cancel	PS1_u03a_num_help	PS1_u03a_first_interaction_time	PS1_u03a_time_on_task	PS1_u03a_num_switching_environment	PS1_u03a_num_cancel	PS1_u03a_seq_switching_environment	PS1_u06a_num_help	PS1_u06a_first_interaction_time	PS1_u06a_time_on_task	PS1_u06a_num_of_diff_visited_pages	PS1_u06a_num_of_page_revisits	PS1_u06a_num_of_page_visits	PS1_u06a_seq_visited_web_pages	PS1_u06a_seq_time_spent_on_web_pages	PS1_u06a_num_cancel	PS1_u06b_num_help	PS1_u06b_first_interaction_time	PS1_u06b_time_on_task	PS1_u06b_num_of_diff_visited_pages	PS1_u06b_num_of_page_revisits	PS1_u06b_num_of_page_visits	PS1_u06b_seq_visited_web_pages	PS1_u06b_seq_time_spent_on_web_pages	PS1_u06b_num_cancel	PS1_u21_num_help	PS1_u21_first_interaction_time	PS1_u21_time_on_task	PS1_u21_num_cancel	PS1_u04a_num_help	PS1_u04a_first_interaction_time	PS1_u04a_time_on_task	PS1_u04a_num_switching_environment	PS1_u04a_num_cancel	PS1_u04a_seq_switching_environment	PS2_u19a_num_help	PS2_u19a_first_interaction_time	PS2_u19a_time_on_task	PS2_u19a_num_switching_environment	PS2_u19a_num_cancel	PS2_u19a_seq_switching_environment	PS2_u19b_num_help	PS2_u19b_first_interaction_time	PS2_u19b_time_on_task	PS2_u19b_num_switching_environment	PS2_u19b_num_cancel	PS2_u19b_seq_switching_environment	PS2_u07_num_help	PS2_u07_first_interaction_time	PS2_u07_time_on_task	PS2_u07_num_of_diff_visited_pages	PS2_u07_num_of_page_revisits	PS2_u07_num_of_page_visits	PS2_u07_seq_visited_web_pages	PS2_u07_seq_time_spent_on_web_pages	PS2_u07_num_cancel	PS2_u02_num_of_created_emails	PS2_u02_num_of_diff_emails_views	PS2_u02_num_of_email_views	PS2_u02_num_of_revisited_emails	PS2_u02_seq_of_viewed_emails	PS2_u02_num_help	PS2_u02_first_interaction_time	PS2_u02_time_on_task	PS2_u02_num_of_diff_visited_pages	PS2_u02_num_of_page_revisits	PS2_u02_num_of_page_visits	PS2_u02_seq_visited_web_pages	PS2_u02_seq_time_spent_on_web_pages	PS2_u02_num_switching_environment	PS2_u02_num_cancel	PS2_u02_seq_switching_environment	PS2_u16_num_of_created_emails	PS2_u16_num_of_diff_emails_views	PS2_u16_num_of_email_views	PS2_u16_num_of_revisited_emails	PS2_u16_seq_of_viewed_emails	PS2_u16_num_help	PS2_u16_first_interaction_time	PS2_u16_time_on_task	PS2_u16_num_cancel	PS2_u11b_num_of_created_emails	PS2_u11b_num_of_diff_emails_views	PS2_u11b_num_of_email_views	PS2_u11b_num_of_revisited_emails	PS2_u11b_seq_of_viewed_emails	PS2_u11b_num_help	PS2_u11b_first_interaction_time	PS2_u11b_time_on_task	PS2_u11b_num_cancel	PS2_u23_num_of_created_emails	PS2_u23_num_of_diff_emails_views	PS2_u23_num_of_email_views	PS2_u23_num_of_revisited_emails	PS2_u23_seq_of_viewed_emails	PS2_u23_num_help	PS2_u23_first_interaction_time	PS2_u23_time_on_task	PS2_u23_num_of_diff_visited_pages	PS2_u23_num_of_page_revisits	PS2_u23_num_of_page_visits	PS2_u23_seq_visited_web_pages	PS2_u23_seq_time_spent_on_web_pages	PS2_u23_num_switching_environment	PS2_u23_num_cancel	PS2_u23_seq_switching_environment
ZA6712_GB.data	566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	118993	163829	3	0	SS|MC|SS|MC	0	76248	200601	6	0	MC|SS|MC|SS|MC|SS|MC	0	45846	192226	13	13	26	main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page2|main|unit7page3|unit7page8|unit7page3|main|unit7page4|unit7page5|unit7page4|main|unit7page6|main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page4|unit7page5|unit7page4|u07_pg4_popup6|book=page4	45999|23672|3268|9294|1895|8087|1939|6177|3009|996|4301|13814|7541|1004|2766|12382|2613|14265|1986|1460|3526|7890|6304|2375|1516|4147	0	0	4	5	1	u02_item101|u02_item101|u02_item102|u02_item103|u02_item104	0	35822	398538	7	10	17	main|WP|main|unit02page1|MC|unit02page1|WP|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|unit02page1|MC|WP|unit02page1|MC|unit02page1|MC|WP|MC|unit02page1|unit02page2|unit02page5|u02_pg5_txt21|unit02page5	4681|1713|4485|6586|8816|10724|13931|19790|30454|2745|3800|2562|2319|9109|4289|7637|11797|28632|16286|24213|10516|26014|5055|4985|23681|1846|5339	18	0	MC|WB|WP|WB|MC|WB|WP|WB|MC|WB|MC|WP|WB|MC|WB|MC|WP|MC|WB	0	1	1	0	u16_item101	0	35667	156951	0	0	0	0	0		0	46799	89711	0	0	0	0	0		0	27297	143781	8	9	17	main|unit23page1|main|unit23page4|u023_pg4_txt5_popup|unit23page4|u023_pg4_txt4_popup|unit23page4|main|unit23page1|unit23page13|unit23page1|unit23page13|unit23page1|unit23page12|u023_pg12_txt6_popup|unit23page12	27427|19444|10431|17188|2996|2001|2544|1349|5584|28005|4841|2794|2921|2642|5694|5872|2048	0	0	WB
ZA6712_GB.data	5664	0	1	1	0	u01a_item101	0	40732	124742	0	1	6	8	2	u01b_item101|u01b_item102|u01b_item103|u01b_item104|u01b_item105|u01b_item101|newmail1|u01b_item101	0	41318	202639	0	0	85210	341441	2	0	WB|SS|WB	0	56523	233770	2	1	3	u06a_default|u06a_default_txt3_popup|u06a_default	56523|4876|172371	0	0	38636	101231	3	2	5	main|unit06bpage7|main|unit06bpage3|main	38786|22859|4332|12682|22572	0	0	47207	307604	0	0	173327	832451	3	0	MC|SS|MC|SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45153	178376	3	0	SS|MC|SS|MC	0	48429	516840	3	0	MC|SS|MC|SS	0	52630	249270	11	9	20	main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page3|unit7page8|unit7page3|main|unit7page2|main|unit7page7|main|unit7page6|u07_pg6_popup6|book=page6	52809|46303|10372|20615|5215|7238|5592|5482|4297|4788|6856|3910|19859|7713|3534|5667|9925|12031|5054|12010	0	0	0	0	0		0	62220	125066	1	0	1	main	19752	1	0	MC|WB	1	2	3	1	u16_item101|newmail1|u16_item101	0	29613	117228	0	0	3	3	0	u11b_item103|u11b_item113|u11b_item114	0	25722	65868	0	0	0	0	0		0	37371	66851	2	0	2	main|unit23page1	37531|29320	0	0	WB
ZA6712_GB.data	5666	0	1	1	0	u01a_item101	1	22448	137275	1	0	1	1	0	u01b_item101	0	24092	134778	0	0	47347	55536	0	0	WB	0	22036	74342	1	0	1	u06a_default	74342	0	0	45812	58101	2	0	2	main|unit06bpage1	45966|12135	0	0	54461	148439	0	0	9893	19261	2	0	MC|SS|MC	0	38768	90483	3	0	SS|MC|SS|MC	0	45609	56737	0	0	MC	0	11608	37523	6	2	8	main|unit7page2|main|unit7page4|main|unit7page1|u07_pg1_popup6|book=page1	11781|4973|2179|7358|2259|4301|1975|2697	0	0	1	1	0	u02_item101	0	17211	80110	0	0	0			0	0	MC	0	1	1	0	u16_item101	0	22046	81869	0	0	4	4	0	u11b_item241|u11b_item103|u11b_item217|u11b_item114	0	14479	103150	0	0	0	0	0		0	0	10859	1	0	1	main	10859	0	0	WB
ZA6712_GB.data	5667	0	3	4	1	u01a_item101|u01a_item202|u01a_item202|u01a_item201	0	46964	106094	0	0	1	1	0	u01b_item101	0	0	22831	0	0	26753	31824	0	0	WB	0	41884	120097	1	0	1	u06a_default	120097	0	0	46401	59510	1	0	1	main	59510	0	0	47241	188875	1	0	0	41885	0	0	MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5670	0	8	11	3	u01a_item101|u01a_item105|u01a_item102|u01a_item201|u01a_item202|u01a_item101|u01a_item104|u01a_item301|u01a_item102|u01a_item103|u01a_item105	0	10659	65938	0	0	5	9	4	u01b_item101|u01b_item101|u01b_item101|u01b_item102|u01b_item102|u01b_item103|u01b_item104|u01b_item105|u01b_item104	0	14121	171049	0	0	18426	31287	0	0	WB	1	34071	209840	2	1	3	u06a_default|u06a_default_txt3_popup|u06a_default	114752|2949|92139	0	0	11862	83765	5	3	8	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7	12037|36336|2736|9958|2979|3655|2417|13647	0	0	36930	121808	0	0	85538	426175	36	1	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5677	0	4	4	0	u01a_item101|u01a_item105|u01a_item103|u01a_item102	0	35023	82109	0	0	4	5	1	u01b_item101|u01b_item105|u01b_item103|u01b_item102|u01b_item101	0	18794	100084	0	0	27219	78041	4	1	WB|SS|WB|SS|WB	0	113421	212086	1	0	1	u06a_default	212086	0	0	17475	113938	2	0	2	main|unit06bpage1	22927|91011	0	0	30636	140504	0	0	66248	147517	3	0	MC|SS|MC|SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5679	0	1	1	0	u01a_item101	0	53313	61101	1	0	1	1	0	u01b_item101	0	0	4943	0	0	0	38039	0	0	WB	0	0	4276	1	0	1	u06a_default	4276	0	0	0	33509	1	0	1	main	33509	0	0	0	34349	0	0	0	8984	0	0	MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	568	0	1	1	0	u01a_item101	0	30121	77733	0	0	1	1	0	u01b_item101	1	53330	99658	0	2	45448	92037	1	0	WB|SS	0	83454	234793	1	0	1	u06a_default	234793	0	0	18374	152581	6	7	13	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main|unit06bpage1|main	85466|15397|2193|4379|1419|4786|1724|4502|1791|4494|14008|5743|6679	0	0	43828	55300	0	0	0	47053	0	0	MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5680	0	6	10	4	u01a_item101|u01a_item102|u01a_item202|u01a_item201|u01a_item301|u01a_item102|u01a_item201|u01a_item301|u01a_item102|u01a_item105	0	17909	111019	0	0	5	10	5	u01b_item101|u01b_item101|u01b_item101|u01b_item102|u01b_item103|u01b_item101|u01b_item102|u01b_item103|u01b_item104|u01b_item105	0	45868	401814	0	0	34500	157488	2	0	WB|SS|WB	0	54623	126627	1	0	1	u06a_default	126627	0	0	14144	206325	8	7	15	main|unit06bpage1|main|unit06bpage3|unit06bpage4|unit06bpage3|main|unit06bpage5|unit06bpage6|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main	14391|30994|2721|29138|5797|1333|3176|23735|4099|2656|2601|20734|2507|46864|15579	0	0	24410	208570	0	0	148423	527794	7	0	MC|SS|MC|SS|MC|SS|MC|SS	0	43864	78113	1	0	SS|MC	0	31799	496789	10	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC	0	30220	108983	11	9	20	main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page2|main|unit7page3|unit7page8|unit7page3|main|unit7page4|main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page4|u07_pg4_popup6|book=page4	30432|10792|2558|1513|4304|8433|1433|3959|2720|3614|3307|6633|5951|7746|1756|1219|1681|4379|1720|4833	0	0	4	9	5	u02_item101|u02_item102|u02_item103|u02_item104|u02_item101|u02_item103|u02_item104|u02_item101|u02_item103	0	15672	379617	7	13	20	main|unit02page3|main|MC|main|unit02page3|unit02page2|unit02page1|unit02page3|unit02page2|unit02page1|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|unit02page5|MC|unit02page5|u02_pg5_txt21|unit02page5	2741|13763|10387|20536|2029|7621|5022|85007|5158|2049|17394|14702|18939|21684|1893|23493|2193|8925|5642|8752|12346|2003|2301	7	0	MC|WB|MC|WB|MC|WB|MC|WB	0	3	4	1	u16_item101|u16_item102|u16_item104|u16_item101	0	39350	132001	0	0	2	3	1	u11b_item702|u11b_item703|u11b_item703	0	13295	88436	0	0	1	1	0	u23_item305	0	20171	133009	8	8	16	main|MC|main|unit23page1|main|unit23page9|main|unit23page5|main|unit23page1|unit23page2|unit23page12|u023_pg12_txt6_popup|unit23page12|MC|unit23page12|unit23page2|u023_pg2_txt22_popup	20172|2500|5935|10543|6499|3335|8573|5653|7394|13109|18128|3824|3180|2903|6101|2505|5386|7269	4	0	WB|MC|WB|MC|WB
ZA6712_GB.data	5681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13352	62831	3	0	SS|MC|SS|MC	0	19429	311887	9	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS	0	16822	179117	12	24	36	main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page2|main|unit7page3|main|unit7page4|main|unit7page6|main|unit7page7|main|unit7page3|unit7page8|unit7page3|main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page3|unit7page8|unit7page3|main|unit7page2|main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page4|u07_pg4_popup6|book=page4	17017|6508|4409|4814|1743|5032|1536|11109|2045|14351|1563|7713|2611|10041|1314|13603|2708|665|1770|4259|6121|3149|2024|2641|2489|6885|2683|10261|3285|2719|2307|1989|5784|7304|1581|3084	0	0	4	10	6	u02_item101|u02_item102|u02_item103|u02_item104|u02_item102|u02_item103|u02_item104|u02_item103|u02_item104|u02_item103	0	28111	387354	6	20	26	main|unit02page1|MC|unit02page1|MC|WP|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|MC|unit02page1|MC|unit02page1|MC|unit02page1|unit02page5|MC|unit02page5|unit02page3|unit02page2|unit02page1|MC|unit02page1|MC|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|unit02page1|unit02page2|unit02page1|MC|unit02page1|WP|MC	3834|4243|6601|13729|5865|1560|4356|15734|1371|2033|4200|15450|8154|2490|35707|7571|8166|10354|11417|2232|1103|5380|18359|7136|12204|7530|7463|18141|1410|1181|7249|3759|1753|2645|2423|26599|794|46696|13950	24	0	MC|WB|MC|WB|MC|WP|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|WP|MC	0	4	4	0	u16_item101|u16_item104|u16_item103|u16_item102	0	19922	93760	0	0	8	10	2	u11b_item146|u11b_item241|u11b_item146|u11b_item289|u11b_item294|u11b_item294|u11b_item103|u11b_item701|u11b_item702|u11b_item703	0	29843	138990	0	1	2	5	3	u23_item305|u23_item305|u23_item305|newmail1|u23_item305	0	21328	193781	9	9	18	main|unit23page5|u023_pg5_txt5_popup|unit23page5|u023_pg5_txt4_popup|unit23page5|u023_pg5_txt6_popup|unit23page5|main|unit23page1|unit23page13|unit23page1|unit23page12|u023_pg12_txt6_popup|unit23page12|MC|unit23page12|unit23page1|main	21328|9480|2010|1396|1264|487|2003|3965|2008|7704|5037|3569|1767|4070|2779|117002|3940|1556|2416	2	1	WB|MC|WB
ZA6712_GB.data	5682	0	4	4	0	u01a_item101|u01a_item102|u01a_item104|u01a_item105	0	19592	42497	0	0	5	6	1	u01b_item101|u01b_item101|u01b_item102|u01b_item103|u01b_item104|u01b_item105	0	26099	159386	0	0	28137	68490	2	0	WB|SS|WB	0	20616	110109	4	3	7	u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt6_popup|u06a_default|u06a_default_txt9_popup|u06a_default	20616|3050|1122|1774|14035|2721|66791	0	0	12757	78749	6	5	11	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main	12896|22776|2013|6987|1178|6207|1238|6960|1788|7872|8834	0	0	37957	159111	0	0	18966	152998	2	0	MC|SS|MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	5684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
